state (level2),lga (level3),lgauid,lgacode (SSLL),lgaparentuid,ward (level 4),warduid
bo Borno State,bo Bama Local Government Area,Xi7jSTKECe1,803,RLySnRCE1Gy,bo Gulumba Ward,ex6AZRd1l8z
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Gumna Ward,qPdE3jP4zMJ
bo Borno State,bo Damboa Local Government Area,ZAAC4l8kAzH,807,RLySnRCE1Gy,bo Gumsuri Ward,Jnx7wnwEy1u
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Gunda Ward,ccd3gHHvlvq
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Gur Ward,uVMkQXSayLB
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Guwa Ward,QhzHCq1kuHa
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Guwal Ward,cMyepS2kcsT
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Guworam Ward,tLJmfrnKdLT
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Guzamala East ward,d1fssAU2o8P
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Guzamala West Ward,Sb2lmmrd4h8
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Gwalasho Ward,xFEkYO0uQ82
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Gwange I Ward,NE2zoY60SsZ
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Gwange II Ward,qimJvtQKrDF
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Gwange III Ward,QRZsuOGhIOd
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Gwanzang Chata Ward,m65pu39uWrO
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Gwaskara Ward,wrsQ4bdjbPI
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Hambagda Limankara Jaje Ward,WuVz9XjtI32
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Hausari Gadamayo Ward,wP7e2Fi1TV7
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Hizihibwala Ward,YW8WwFoSy5R
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Hoyo Chingowa Ward,bChRy44eWbq
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Hussara Tampul Ward,yaC8SaLyN48
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Hussara Zadawa Ward,FkMVTzfWFzG
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Jabullam Ward,zOQicgkBWWD
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Jakana Ward,Wizzr6EjtEI
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Jaradali Ward,dugf4nbe7hQ
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Jaragol Ward,vC27tBXk7mC
bo Borno State,bo Kala-Balge Local Government Area,AOVucxvGlXM,815,RLySnRCE1Gy,bo Jarawa Ward,KvMKDLatE1G
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Jigalta Ward,sDH0HUqKqoz
bo Borno State,bo Kala-Balge Local Government Area,AOVucxvGlXM,815,RLySnRCE1Gy,bo Jilbe Ward,CCgXJmdgN4t
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Kabulwa Ward,ul5P5seKAzX
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Kaguram Ward,nLbUggar5HD
bo Borno State,bo Kala-Balge Local Government Area,AOVucxvGlXM,815,RLySnRCE1Gy,bo Kalam Ward,EPj7258OCwR
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Karagawaru Ward,cQb0raCP14P
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Kareram Lawanti Ward,SoF0u1htpnr
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Kareto Ward,ZI3eMKf9BZ8
bo Borno State,bo Bama Local Government Area,Xi7jSTKECe1,803,RLySnRCE1Gy,bo Kasugula Ward,vwIMAM0DxMT
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Kautikari Ward,vpW2FxpR7Nf
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Kauwa Ward,t9Yi8BjVPFq
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Kawuri Ward,gmRBe9pl3Xl
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Kekeno Ward,bgVT7ERQxxU
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Kessa Ward,GSg8WFlUzqn
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Khaddamari Ward,rFJXsYEqEOx
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Kida Ward,RElYxDMA8q3
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Kingarwa Ward,B1cQqtQFF7w
bo Borno State,bo Gubio Local Government Area,m3N2zMOYXTZ,809,RLySnRCE1Gy,bo Kingowa Ward,enSNjmzYq43
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Kirawa Jimini  Ward,BYsN0QdtAca
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Kirenawa Ward,nUeaF4gZ7ZD
bo Borno State,bo Kala-Balge Local Government Area,AOVucxvGlXM,815,RLySnRCE1Gy,bo Koma kaudi Ward,UMJgBQyKbpZ
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Kombo Ward,cphY2jPIpyi
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Konduga Ward,taVSSSNJrBW
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Kopa Ward,ZjS4YRxKxom
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Korongilum Ward,f90roR1QBsM
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Koshebe Ward,NqRk3ndvfSs
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Kubo Ward,gP8tJCPb0eF
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Kubuku Ward,VUkUpYB6hTW
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Kuburmbula Ward,QJbIumeG0Yo
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Kuda Ward,Go4dJVKksyj
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Kudo Kurgu Ward,JXX1K3rqwcu
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Kukawa Ward,bI0AjaGMxdX
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Kulli Ward,WRbyz9WSpjU
bo Borno State,bo Kala-Balge Local Government Area,AOVucxvGlXM,815,RLySnRCE1Gy,bo Kumaga Ward,VnAuaicWqc0
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Kumalia Ward,sDczQioChpu
bo Borno State,bo Bama Local Government Area,Xi7jSTKECe1,803,RLySnRCE1Gy,bo Kumshe Ward,GuLYuLXFtsL
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Kupti Ward,zOEuPjgqvoH
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Kuranabassa Ngoshesama Ward,bnGV9n14nX8
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Kurbagayi Ward,D542WjAw6Cp
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Kwajaffa Harang Ward,Krafpp7FjB5
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Kwaya Bura Ward,jARA75Z6PT9
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Kwaya-kusar Ward,dBEVzWRfJST
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Lakundum Ward,CE5A6ZT77ue
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Lamisula Jabbamari Ward,hPBpc6pU34Y
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Lassa Ward,XFNyWRuLwZ5
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Layi Ward,mfiJDjYi2Ql
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Leje Ward,EW3xO1mgyEj
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Likama Ward,irbSs7H3MvQ
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Limanti Ward,rWCTSUkoCg1
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Limanti Ward,fYGM3WN1ifZ
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Logumane Ward,S6EzaSS8lMY
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Loskori Ward,RcPS6J7oXm1
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Maafa Ward,ROBtPDstmjT
bo Borno State,bo Kala-Balge Local Government Area,AOVucxvGlXM,815,RLySnRCE1Gy,bo Mada Ward (Kala Balge),wWN1TQJCXtI
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Mafa Ward,pLlY3HiKob4
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Mafio Ward,u8jOz5P7qEO
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Mafoni Ward,dyo11OAMXCa
bo Borno State,bo Dikwa Local Government Area,r5wSAYYsyqy,808,RLySnRCE1Gy,bo Magarta Ward,Yr82Ik6pM24
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Magumeri Ward,FA2q1rELTf0
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Maimusari Ward,wZBKfPmlWfd
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Mainok Ward,k0TGkM5mf8A
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Mairari Ward,gto7d9pgHj8
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Mairi Ward (Jere),RmW7wUO54Pz
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Maisandari Ward (Maiduguri),cTaVG9lQ5Id
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Maiwa Ward,ewokxQoP1Q7
bo Borno State,bo Dikwa Local Government Area,r5wSAYYsyqy,808,RLySnRCE1Gy,bo Malam Maja Ward,tGiP8VeM3Py
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Malari Ward,hFFBp5wTdpB
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Mandala Ward,aW4PdPCXnEQ
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Mandaragirau Ward,NEe0482Suml
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Marama Kidang Ward,tpO3FUFk954
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Marguba Ward,MogWuUybRzU
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Marte Ward,iZaD2r4DPmO
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Mashamari Ward,IvVt1ORHJuF
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Masu Ward,UEfo2MCnXMs
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Mbalala Ward,jeCnnND2C2T
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Mboakura Ward,sWXSBvnnhDG
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Mintar Ward,PUYZaanMVoi
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Mirnga Ward,ZAqW2v2FYxS
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Miye Ward,utLUrOTxXhS
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Moduri Ward,Zp72BzHqNiR
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Moduwari-Barwati Ward,ExvjnYUVOAZ
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Monguno Ward,XPetZ3y0vBb
bo Borno State,bo Dikwa Local Government Area,r5wSAYYsyqy,808,RLySnRCE1Gy,bo Mudu Kaza Ward,RgNDukz4bVZ
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Mujigine Ward,j2Zze7wfVSE
bo Borno State,bo Damboa Local Government Area,ZAAC4l8kAzH,807,RLySnRCE1Gy,bo Mulgwai-kopchi Ward,dnTshdL47DA
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Mussa Ward,LzzoAnOPr5n
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Musune Ward,sfXEQYNbjmA
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Muwalli Ward,xie8FmY7HfX
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Ndufu Ward,vboJR3BMCeD
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Ngala Ward,akt8T1KeJKs
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Ngamdu Ward,RUd7Q1AAcDq
bo Borno State,bo Gubio Local Government Area,m3N2zMOYXTZ,809,RLySnRCE1Gy,bo Ngetra Ward,LEDzI6PILe5
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Ngohi Ward,FeJEoEu2KIm
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Ngomari Ward,jZF6Say4HwT
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Ngoshe Ward,g84KXE2gzgN
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Ngulde Ward,oWAVXvfTngp
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Ngurno Ward,szyzWaDWpCe
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Njine Ward,a0GZhnFEi7Y
bo Borno State,bo Damboa Local Government Area,ZAAC4l8kAzH,807,RLySnRCE1Gy,bo Nzuda Wuyaram Ward,ZhEiSRPGvzo
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Old Maiduguri Ward,FDQK5jU1IYq
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Pama Whitambaya Ward,hHnVhqGLu0o
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Pemi Ward,lFEN1l5cXUz
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Peta Ward,FH0W9sGFoCG
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Pubavidau Ward,cQhV4k5wPj8
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Pulka Bokko Ward,VYvt8D0bRuR
bo Borno State,bo Kala-Balge Local Government Area,AOVucxvGlXM,815,RLySnRCE1Gy,bo Rann Ward,r753EFxojib
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Rumirgo Chull Ward,fOczN1VOOWF
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Sabsabwa Ward,d9zpRpx7pif
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Sakwa-Hema Ward,fpRMQTTCT2I
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Shaffa Ward,U4zzAlsUMnr
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Shani Ward,RWqjAXRkQvq
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Shehuri North Ward,W0RifAF50Vb
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Shehuri South Ward,wMDF4D073FJ
bo Borno State,bo Bama Local Government Area,Xi7jSTKECe1,803,RLySnRCE1Gy,bo Shehuri Ward,ZrZpFLoGZLb
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Shehuri Ward,o6xVCUjNqZl
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Shettimari Ward,AQmzjjw45Ao
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Shikarkir Ward,H7hCR4xiCkq
bo Borno State,bo Kala-Balge Local Government Area,AOVucxvGlXM,815,RLySnRCE1Gy,bo Sigal Korette Ward,lRBpl4FYA7J
bo Borno State,bo Bama Local Government Area,Xi7jSTKECe1,803,RLySnRCE1Gy,bo Soye Ward,aNEQTmj9LDA
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Sul-Umthla Ward,xddQ6IpBIRR
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Sure Ward,WsAZCtLh4fp
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Tamsu Ngamduwa Ward,fVYPHr0tZtA
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Teli Ward,OHUr87enN3N
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Titiwa Ward,d4C5tAwFQIU
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Tobolo Ward,vrgOuztj8cj
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Tuba Ward,LkcjV8FTxjs
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Uba Ward,L6PzBLkReLn
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Uvu Uda Ward,OSCNqvqMwzY
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Wada Ward,fJKxkV6ch6o
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Wajiro Burgumma Ward,HDlxEQUWVsL
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Wala Warabe Dure Ward,xixSllFjACT
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Walama Ward,YGmincYVLuj
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Wamdeo-Giwi Ward,BZRsaX59j0o
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Wamiri Ward,h1R9Zz8SpYl
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Warshele Ward,phV4He5f0Qd
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Wasaram Ward,gIdjK4xeitP
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Wawa Ward,jDinsdJiB7P
bo Borno State,bo Damboa Local Government Area,ZAAC4l8kAzH,807,RLySnRCE1Gy,bo Wawa-Korede Ward,VoxaumadCtZ
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Whuntaku Chibok Ward,XOKRKIQbltX
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Wulgo Ward,LNC8HfdrcCo
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Wulo Ward,kxGjVn4Dppy
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Wunje Ward,EECpVF4FwzP
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Wurge Ward,jWmPwfAe0CB
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Wurojam Ward,sm3b8weCrO4
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Wuyo Ward,MubtrzCAIyp
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Yabal Ward,cX9dX2exf4P
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Yajiwa Ward,UX2hu17qqlq
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Yale Ward,GI5iIpKQsqj
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Yau Ward,awLUvgloSkS
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Yawa Ward,VgnxPRncSyB
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Yawi Ward,byAItOPTQy1
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Yele Ward,m0b4Ekd3FCN
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Yimirdalang Ward,YmSBFo1MYcr
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Yituwa Ward,GulIUi8PL1P
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Yoyo Ward,MCOf39yPid0
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Zaga Ward,zYCMyC8fD3t
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Zango (Hausari) Ward (Maiduguri),GmA26kWi7ji
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Zanna Umarti Ward,OFL2OaiN1ah
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Zara Ward,gxHXiD5U5Ry
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Zarawuyaku Ward,MvIFrmUJobG
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Zari Ward,FVHIb2Z13PV
bo Borno State,bo Gubio Local Government Area,m3N2zMOYXTZ,809,RLySnRCE1Gy,bo Zowa Ward,qaR9h61W5Wn
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Zulum Ward,ue6cf3i5xYC
by Bayelsa State,by Sagbama Local Government Area,IFOh0atDC1J,606,ns3vF75Y0bF,by Adagbabiri Ward 13,hwwphfe9S0f
by Bayelsa State,by Sagbama Local Government Area,IFOh0atDC1J,606,ns3vF75Y0bF,by Agbere Ward 1,xpXx3yL3z3M
by Bayelsa State,by Sagbama Local Government Area,IFOh0atDC1J,606,ns3vF75Y0bF,by Agoro Ward 11,W9PlNQJN3ur
by Bayelsa State,by Southern Ijaw Local Government Area,lousIlV80fh,607,ns3vF75Y0bF,by Ammasoma 1 Ward 9,CmWivZCRVt2
by Bayelsa State,by Southern Ijaw Local Government Area,lousIlV80fh,607,ns3vF75Y0bF,by Ammasoma 2 Ward 10,uwc6pKXnmGt
by Bayelsa State,by Southern Ijaw Local Government Area,lousIlV80fh,607,ns3vF75Y0bF,by Ammasoma 3 Ward 11,DzkOmi0WDrZ
by Bayelsa State,by Sagbama Local Government Area,IFOh0atDC1J,606,ns3vF75Y0bF,by Angalabiri Ward 2,jtbsBWSV6TW
by Bayelsa State,by Ogbia Local Government Area,NrTQtP47M50,605,ns3vF75Y0bF,by Anyama Ward,i2ggi7D4mNb
by Bayelsa State,by Southern Ijaw Local Government Area,lousIlV80fh,607,ns3vF75Y0bF,by Apoi Ward 15,deaVocUVUD7
by Bayelsa State,by Sagbama Local Government Area,IFOh0atDC1J,606,ns3vF75Y0bF,by Asamabiri Ward 7,WL0utrY60oE
