state (level2),lga (level3),lgauid,lgacode (SSLL),lgaparentuid,ward (level 4),warduid
be Benue State,be Guma Local Government Area,l1FzCRjKHOg,706,MXrZyuS9E7A,be Mbayer Yandev Ward,FenZdDlp4Zy
be Benue State,be Gwer East Local Government Area,eWlGoLbfLr7,707,MXrZyuS9E7A,be Mbayom Ward,aSTP8zUFesS
be Benue State,be Katsina-Ala Local Government Area,AL7eUjryxNi,709,MXrZyuS9E7A,be Mbayongo Ward (Katsina-Ala),XfwFhRtGZYK
be Benue State,be Vandeikya Local Government Area,H5nm1I86Gpk,723,MXrZyuS9E7A,be Mbayongo Ward (Vandeikya),CD7tpZJOGd2
be Benue State,be Kwande Local Government Area,raMi3uSwcqz,711,MXrZyuS9E7A,be Mbayoo Ward,vUh45C8xT6G
be Benue State,be Ukum Local Government Area,mGqDapo7wKU,721,MXrZyuS9E7A,be Mbazun Ward,bjiYiO1qlX7
be Benue State,be Kwande Local Government Area,raMi3uSwcqz,711,MXrZyuS9E7A,be Menev Ward,oMfzg8qJkdm
be Benue State,be Gwer West Local Government Area,cZxafI86D2Y,708,MXrZyuS9E7A,be Merkyen Ward,WAplnjiZp8t
be Benue State,be Katsina-Ala Local Government Area,AL7eUjryxNi,709,MXrZyuS9E7A,be Michihe Ward,lI0KffY7q8s
be Benue State,be Makurdi Local Government Area,qXeCZBlULbN,713,MXrZyuS9E7A,be Modern Market Ward,Fln1PPPVGUW
be Benue State,be Kwande Local Government Area,raMi3uSwcqz,711,MXrZyuS9E7A,be Moon Ward,hVhoZz4J5qo
be Benue State,be Logo Local Government Area,MgmX3e0u0CY,712,MXrZyuS9E7A,be Nenzev Ward,WnzQjMAb320
be Benue State,be Vandeikya Local Government Area,H5nm1I86Gpk,723,MXrZyuS9E7A,be Ningev Ward,J0HiACsq2ko
be Benue State,be Makurdi Local Government Area,qXeCZBlULbN,713,MXrZyuS9E7A,be North Bank 1 Ward,T5x7T0wVGsj
be Benue State,be Makurdi Local Government Area,qXeCZBlULbN,713,MXrZyuS9E7A,be North Bank 2 Ward,qYbSQf4FQfn
be Benue State,be Gwer West Local Government Area,cZxafI86D2Y,708,MXrZyuS9E7A,be Nyamshi Ward,adSVEvmBeyF
be Benue State,be Guma Local Government Area,l1FzCRjKHOg,706,MXrZyuS9E7A,be Nyiev Ward,C8uG3nBrY8F
be Benue State,be Vandeikya Local Government Area,H5nm1I86Gpk,723,MXrZyuS9E7A,be Nyimagbagh Ward,mK4zOTHHE7T
be Benue State,be Guma Local Government Area,l1FzCRjKHOg,706,MXrZyuS9E7A,be Nzorov Ward,NPcDUeuJqAw
be Benue State,be Apa Local Government Area,z9HdEaKEpsg,703,MXrZyuS9E7A,be Oba Ward,KDZkBIF8tI0
be Benue State,be Agatu Local Government Area,NU5b5JHDyoj,702,MXrZyuS9E7A,be Obagaji Ward,Qm8cCrRcoEG
be Benue State,be Obi Local Government Area,AhMtxuQDl0d,714,MXrZyuS9E7A,be Obarike Ward,yLyZ6NsG8hr
be Benue State,be Obi Local Government Area,AhMtxuQDl0d,714,MXrZyuS9E7A,be Obeko Ward,Zhij5ZME0nK
be Benue State,be Oju Local Government Area,tOZbj1G5WhA,717,MXrZyuS9E7A,be Oboru-Oye Ward,vtp1cMBKZyI
be Benue State,be Ohimini Local Government Area,yVy6pUvXxvU,716,MXrZyuS9E7A,be Ochobo Ward,DbVDfcWSzeJ
be Benue State,be Obi Local Government Area,AhMtxuQDl0d,714,MXrZyuS9E7A,be Odiapa Ward,Eq1h6sbCZP1
be Benue State,be Agatu Local Government Area,NU5b5JHDyoj,702,MXrZyuS9E7A,be Odugbeho Ward,PXnIl8dv2Mu
be Benue State,be Apa Local Government Area,z9HdEaKEpsg,703,MXrZyuS9E7A,be Ofoke Ward,kZMVXrxXETO
be Benue State,be Agatu Local Government Area,NU5b5JHDyoj,702,MXrZyuS9E7A,be Ogbaulu Ward,PVnadufPlBf
be Benue State,be Ado Local Government Area,R6mcmVN1GJD,701,MXrZyuS9E7A,be Ogege Ward,GrJPTH0Q4Qm
be Benue State,be Ohimini Local Government Area,yVy6pUvXxvU,716,MXrZyuS9E7A,be Oglewu Ehaje Ward,F2wLDssUOVi
be Benue State,be Ohimini Local Government Area,yVy6pUvXxvU,716,MXrZyuS9E7A,be Oglewu Icho Ward,IoBfsUkiXvY
be Benue State,be Obi Local Government Area,AhMtxuQDl0d,714,MXrZyuS9E7A,be Ogore Ward,Zw9idbUrADk
be Benue State,be Agatu Local Government Area,NU5b5JHDyoj,702,MXrZyuS9E7A,be Ogwule-Kaduna Ward,dzZWzXYyqMs
be Benue State,be Agatu Local Government Area,NU5b5JHDyoj,702,MXrZyuS9E7A,be Ogwule-Ogbaulu Ward,DCs3TNoCxLE
be Benue State,be Apa Local Government Area,z9HdEaKEpsg,703,MXrZyuS9E7A,be Oiji Ward,cE3hSLmuZzN
be Benue State,be Apa Local Government Area,z9HdEaKEpsg,703,MXrZyuS9E7A,be Ojantelle-Akpete Ward,i3RrGfCgXuM
be Benue State,be Okpokwu Local Government Area,Po7gAwTAK3M,718,MXrZyuS9E7A,be Ojigo Ward,cTn1xEuS6xG
be Benue State,be Oju Local Government Area,tOZbj1G5WhA,717,MXrZyuS9E7A,be Oju Ward,l8jmwaq66YO
be Benue State,be Otukpo Local Government Area,NOzrBbK5XWV,719,MXrZyuS9E7A,be Okete Ward,unkETiBUG1U
be Benue State,be Agatu Local Government Area,NU5b5JHDyoj,702,MXrZyuS9E7A,be Okokolo Ward,EzqtgTMBuzt
be Benue State,be Okpokwu Local Government Area,Po7gAwTAK3M,718,MXrZyuS9E7A,be Okonobo Ward,Qum1tVmLG1J
be Benue State,be Okpokwu Local Government Area,Po7gAwTAK3M,718,MXrZyuS9E7A,be Okpale-Ingle  Ward,zanPTtnxCuN
be Benue State,be Okpokwu Local Government Area,Po7gAwTAK3M,718,MXrZyuS9E7A,be Okpoga Central Ward,eK3RDSLU2AK
be Benue State,be Okpokwu Local Government Area,Po7gAwTAK3M,718,MXrZyuS9E7A,be Okpoga North Ward,kNf4STy0W7V
be Benue State,be Okpokwu Local Government Area,Po7gAwTAK3M,718,MXrZyuS9E7A,be Okpoga South Ward,V2K65TZA3IG
be Benue State,be Okpokwu Local Government Area,Po7gAwTAK3M,718,MXrZyuS9E7A,be Okpoga West Ward,xlOF5oQgEeG
be Benue State,be Oju Local Government Area,tOZbj1G5WhA,717,MXrZyuS9E7A,be Okpokpo Ward,p5nh27jK7n8
be Benue State,be Obi Local Government Area,AhMtxuQDl0d,714,MXrZyuS9E7A,be Okpokwu Ward,eTfYDVzRZCS
be Benue State,be Oju Local Government Area,tOZbj1G5WhA,717,MXrZyuS9E7A,be Okwudu Ward,Y4qAL7XBGkQ
be Benue State,be Obi Local Government Area,AhMtxuQDl0d,714,MXrZyuS9E7A,be Okwutungbe Ward,pm9HIeLsG08
be Benue State,be Ogbadibo Local Government Area,gnuDlIMv2na,715,MXrZyuS9E7A,be Olachagbaha Ward,DLIj2L46ZAY
be Benue State,be Ohimini Local Government Area,yVy6pUvXxvU,716,MXrZyuS9E7A,be Onyagede Ehaje Ward,WKDQhit2iWo
be Benue State,be Ohimini Local Government Area,yVy6pUvXxvU,716,MXrZyuS9E7A,be Onyagede Icho Ward,i9iyU5bX7QU
be Benue State,be Obi Local Government Area,AhMtxuQDl0d,714,MXrZyuS9E7A,be Orihi Ward,TZqMKCpZvQD
be Benue State,be Ogbadibo Local Government Area,gnuDlIMv2na,715,MXrZyuS9E7A,be Orokam 1 Ward,OvRhk3wjrqd
be Benue State,be Ogbadibo Local Government Area,gnuDlIMv2na,715,MXrZyuS9E7A,be Orokam 2 Ward,gqllUC5sgQw
be Benue State,be Ogbadibo Local Government Area,gnuDlIMv2na,715,MXrZyuS9E7A,be Orokam 3 Ward,K09iXQY7D6h
be Benue State,be Agatu Local Government Area,NU5b5JHDyoj,702,MXrZyuS9E7A,be Oshigbudu Ward,m3WzEatYFfg
be Benue State,be Otukpo Local Government Area,NOzrBbK5XWV,719,MXrZyuS9E7A,be Otobi Ward,GxoZJzHtPZ4
be Benue State,be Otukpo Local Government Area,NOzrBbK5XWV,719,MXrZyuS9E7A,be Otukpo 1 Ward,Pk54z2LPCTI
be Benue State,be Otukpo Local Government Area,NOzrBbK5XWV,719,MXrZyuS9E7A,be Otukpo 2 Ward,kGhEMVl9jId
be Benue State,be Otukpo Local Government Area,NOzrBbK5XWV,719,MXrZyuS9E7A,be Otukpo 3 Ward,GASwG5dXwPP
be Benue State,be Oju Local Government Area,tOZbj1G5WhA,717,MXrZyuS9E7A,be Owo Ward,o2ifHhUG9WG
be Benue State,be Ado Local Government Area,R6mcmVN1GJD,701,MXrZyuS9E7A,be Royongo Ward,KuyZWSbFnPL
be Benue State,be Gwer West Local Government Area,cZxafI86D2Y,708,MXrZyuS9E7A,be Saghev-Ukusu Ward,nfPm2oEG34t
be Benue State,be Gwer West Local Government Area,cZxafI86D2Y,708,MXrZyuS9E7A,be Sengev Ward,bBVLteCOKbk
be Benue State,be Gwer West Local Government Area,cZxafI86D2Y,708,MXrZyuS9E7A,be Sengev-Yengev  Ward,IihMKZpTjRc
be Benue State,be Tarka Local Government Area,wQdK2eUxycm,720,MXrZyuS9E7A,be Shitile Ward,LFDmT2WvVMM
be Benue State,be Buruku Local Government Area,YeiyHttkjGy,704,MXrZyuS9E7A,be Shorov Ward,O6Sru4ttr9d
be Benue State,be Gwer East Local Government Area,eWlGoLbfLr7,707,MXrZyuS9E7A,be Shough Ward,iiDsVpk9Ms3
be Benue State,be Katsina-Ala Local Government Area,AL7eUjryxNi,709,MXrZyuS9E7A,be Tiir Ward,kHtN0mcxKia
be Benue State,be Gwer West Local Government Area,cZxafI86D2Y,708,MXrZyuS9E7A,be Tijime Ward,AAQdt0FSulL
be Benue State,be Logo Local Government Area,MgmX3e0u0CY,712,MXrZyuS9E7A,be Tombo Ward,aEAlPQiLWgc
be Benue State,be Kwande Local Government Area,raMi3uSwcqz,711,MXrZyuS9E7A,be Tondov Ward 1,CjBJgGLyGEE
be Benue State,be Kwande Local Government Area,raMi3uSwcqz,711,MXrZyuS9E7A,be Tondov Ward 2,mkTW8XmVM7D
be Benue State,be Tarka Local Government Area,wQdK2eUxycm,720,MXrZyuS9E7A,be Tongov Ward,QOGGTYbI1Qx
be Benue State,be Ukum Local Government Area,mGqDapo7wKU,721,MXrZyuS9E7A,be Tsaav  Ward,cb6JghWG8pu
be Benue State,be Gwer West Local Government Area,cZxafI86D2Y,708,MXrZyuS9E7A,be Tsambe Mbasev Ward,AIYKBQCVfOx
be Benue State,be Vandeikya Local Government Area,H5nm1I86Gpk,723,MXrZyuS9E7A,be Tsambe Ward,UkLnadEqzGB
be Benue State,be Logo Local Government Area,MgmX3e0u0CY,712,MXrZyuS9E7A,be Turan Ward,IAmuvm7Wzzi
be Benue State,be Gwer West Local Government Area,cZxafI86D2Y,708,MXrZyuS9E7A,be Tyoughatee-Injaha Ward,hTUYhapIhSR
be Benue State,be Ukum Local Government Area,mGqDapo7wKU,721,MXrZyuS9E7A,be Tyuluv Ward,jYq3UufEBbb
be Benue State,be Ukum Local Government Area,mGqDapo7wKU,721,MXrZyuS9E7A,be Ugbaam Ward,u1Tn3ie37l9
be Benue State,be Otukpo Local Government Area,NOzrBbK5XWV,719,MXrZyuS9E7A,be Ugboju-Ehaje Ward,ktVzyVzk1PJ
be Benue State,be Otukpo Local Government Area,NOzrBbK5XWV,719,MXrZyuS9E7A,be Ugboju-Icho Ward,KNBYlcVH41w
be Benue State,be Otukpo Local Government Area,NOzrBbK5XWV,719,MXrZyuS9E7A,be Ugboju-Otahe Ward,LQOu9h0fJ0a
be Benue State,be Okpokwu Local Government Area,Po7gAwTAK3M,718,MXrZyuS9E7A,be Ugbokolo Ward,k4Gf8Pd0OhE
be Benue State,be Apa Local Government Area,z9HdEaKEpsg,703,MXrZyuS9E7A,be Ugbokpo Ward,bEWt2isAr9b
be Benue State,be Gwer East Local Government Area,eWlGoLbfLr7,707,MXrZyuS9E7A,be Ugee Ward,sQVGT6z5PBQ
be Benue State,be Logo Local Government Area,MgmX3e0u0CY,712,MXrZyuS9E7A,be Ukembergya-Tswarev Ward,Vis7U23eIlC
be Benue State,be Oju Local Government Area,tOZbj1G5WhA,717,MXrZyuS9E7A,be Ukpa-Ainu Ette Ward,XthSIEDYvCe
be Benue State,be Gboko Local Government Area,XkAgF2SCYLI,705,MXrZyuS9E7A,be Ukpekpe Ward,d842ovMeTVg
be Benue State,be Ado Local Government Area,R6mcmVN1GJD,701,MXrZyuS9E7A,be Ukwonyo Ward,yyyIEN7L7hu
be Benue State,be Ado Local Government Area,R6mcmVN1GJD,701,MXrZyuS9E7A,be Ulayi Ward,SncpblHtZ5H
be Benue State,be Kwande Local Government Area,raMi3uSwcqz,711,MXrZyuS9E7A,be Usar Ward,sMVyYkVWHC5
be Benue State,be Agatu Local Government Area,NU5b5JHDyoj,702,MXrZyuS9E7A,be Usha Ward,LMXTDeq5Yss
be Benue State,be Gboko Local Government Area,XkAgF2SCYLI,705,MXrZyuS9E7A,be Utabar Ward,x3XU9MUH5kr
be Benue State,be Katsina-Ala Local Government Area,AL7eUjryxNi,709,MXrZyuS9E7A,be Utange Ward (Katsina-Ala),nSUjsvBRKoc
be Benue State,be Ushongo Local Government Area,jbmVrnNa4hY,722,MXrZyuS9E7A,be Utange Ward (Ushongo),XnHMiuCXcx1
be Benue State,be Guma Local Government Area,l1FzCRjKHOg,706,MXrZyuS9E7A,be Uvir Ward,qKEaBRGEYxb
be Benue State,be Ukum Local Government Area,mGqDapo7wKU,721,MXrZyuS9E7A,be Uyam Ward,tyupqFWcBCW
be Benue State,be Vandeikya Local Government Area,H5nm1I86Gpk,723,MXrZyuS9E7A,be Vandeikya Township Ward,Jt1FEYOopKv
be Benue State,be Makurdi Local Government Area,qXeCZBlULbN,713,MXrZyuS9E7A,be Walomayo Ward,cHk3trWzEWI
be Benue State,be Kwande Local Government Area,raMi3uSwcqz,711,MXrZyuS9E7A,be Yaav Ward,WAjgFSxohBO
be Benue State,be Logo Local Government Area,MgmX3e0u0CY,712,MXrZyuS9E7A,be Yonov Ward,vayUsV6liSC
be Benue State,be Katsina-Ala Local Government Area,AL7eUjryxNi,709,MXrZyuS9E7A,be Yooyo Ward,ogJkyPUXHcQ
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Aduwa Ward,J2VHsWSb8J8
bo Borno State,bo Dikwa Local Government Area,r5wSAYYsyqy,808,RLySnRCE1Gy,bo Afure Ward,qQ5CvFXxiYV
bo Borno State,bo Damboa Local Government Area,ZAAC4l8kAzH,807,RLySnRCE1Gy,bo Ajigin A Ward,ekcGp1EUhtz
bo Borno State,bo Damboa Local Government Area,ZAAC4l8kAzH,807,RLySnRCE1Gy,bo Ajigin B Ward,APfz6gyJpTK
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Ajiri Ward,ju4YHp792xZ
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Ajiri Ward (Mafa),JRbTFZ28xZs
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Ala Ward,YMOiwiW2D8H
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Alagarno Ward,crlAuOdG3gZ
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Alarge Ward,N5tVEsrVQbk
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Alau Ward,AbJ7zhn5PPL
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Alla lawanti Ward,mBlHGiiPj1M
bo Borno State,bo Gubio Local Government Area,m3N2zMOYXTZ,809,RLySnRCE1Gy,bo Ardimini Ward,uX5M7MMHF0T
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Ardoram Ward,J8j4l8oHrVE
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Arege Ward,Yng0nQZoGXv
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Asaka Ward,w4Xr8EQa07Z
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Ashigashiya Ward,tVjVxP5rDZ9
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Askira East Ward,bzqiYQAJ5Rn
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Auno Ward,O2ECxK06j6D
bo Borno State,bo Damboa Local Government Area,ZAAC4l8kAzH,807,RLySnRCE1Gy,bo Azir Ward,w8p16ne4EYA
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Badairi Ward,WZYK9Zktdcj
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Badu Ward,SGuFFUH0vAY
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Baga Ward,dKgSX4EceD5
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Balbaya Ward,dFwby7bEK70
bo Borno State,bo Bama Local Government Area,Xi7jSTKECe1,803,RLySnRCE1Gy,bo Banki Ward,KxVdlde1M58
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Banowa Ward,LNBF9bYFBHV
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Bargu Ward,bUe58R5yfMO
bo Borno State,bo Damboa Local Government Area,ZAAC4l8kAzH,807,RLySnRCE1Gy,bo Bego-Yerwa Ward,J76Hhrcz1Yn
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Benishiek Ward,FSYHY0Kga9D
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Bilingwi Ward,Shi04FM898b
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Billa Gussi Ward,pUz6NOucJZu
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Bita Izge Ward,yFMYi4t8AYt
bo Borno State,bo Dikwa Local Government Area,r5wSAYYsyqy,808,RLySnRCE1Gy,bo Boboshe Ward,Ks6ZFBVJVip
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Bogum Ward,PmC7STIb7QY
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Bolori I Ward,CLV0tcNg5NL
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Bolori II Ward,dZzc1N5scAR
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Borgozo Ward,AsSR582qAsK
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Borno Yesu Ward,PeEiMfoAoVR
bo Borno State,bo Marte Local Government Area,jJVgiRuuq5V,822,RLySnRCE1Gy,bo Bosori Ward,rJ7WUdLi6Lx
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Briyel Ward,U9gle4vQ7hy
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Bulabulin Gwoza Wakane Ward,MEqU8dpooQM
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Bulabulin Ward,iDEnfOKvnPb
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Buma Ward,ef4sMYL09I5
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Bundur Ward,rpq5JaWaBZ7
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Buratai Ward,eO0tDZYzazR
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Busuna Ward,llizRaduLXq
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Chamba Ward,wkC7kVnTQHT
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Chikide Johode Kughum Ward,OOEzlS0cFJj
bo Borno State,bo Kala-Balge Local Government Area,AOVucxvGlXM,815,RLySnRCE1Gy,bo Daima Ward,oGvGryp5yiu
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Dala Ward,VQHvIPZkDUz
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Dalori Ward,r8nK2pzzx0T
bo Borno State,bo Konduga Local Government Area,Nk9ApK5fW3m,816,RLySnRCE1Gy,bo Dalwa Ward,vTEiUcoSAWV
bo Borno State,bo Monguno Local Government Area,CkAEv8rbu8I,824,RLySnRCE1Gy,bo Damakulli Ward,RmDLcojG1BJ
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Damaram Ward,UfpldQZOYMS
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Damasak Ward,jKg2Gq8LC09
bo Borno State,bo Damboa Local Government Area,ZAAC4l8kAzH,807,RLySnRCE1Gy,bo Damboa Ward,hmc94t6vM4J
bo Borno State,bo Bama Local Government Area,Xi7jSTKECe1,803,RLySnRCE1Gy,bo Darajamal Ward,e4P9JPAT0gv
bo Borno State,bo Askira-Uba Local Government Area,oGiYVoQA2gU,802,RLySnRCE1Gy,bo Delle Huyam Ward,MZ2LA1m4dGy
bo Borno State,bo Dikwa Local Government Area,r5wSAYYsyqy,808,RLySnRCE1Gy,bo Dikwa Ward,mfD83dgxziA
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Dogoshi Ward,L0uAGTC1yfi
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Dongo Ward,T9Bs7zZOdGn
bo Borno State,bo Kukawa Local Government Area,Oy4Ck6tkIqh,817,RLySnRCE1Gy,bo Doro Ward,ZzUX2asZAYO
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Dugja Ward,YvRsNaLKoyE
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Duji Ward,wO2AJDxjrbe
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Dusuman Ward,rc3cKlDwpKf
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Fikayel Ward,FopBlhwp08X
bo Borno State,bo Abadam Local Government Area,E61wS75qRs5,801,RLySnRCE1Gy,bo Foguwa Ward,sJJRbYMLYYP
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Foi Ward,ahbrRGHlJLm
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Furram Ward,NNBvHdAfW82
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Fuye Ward,dseBnVfQ683
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Gadi Ward,yVzIPeZXMiQ
bo Borno State,bo Dikwa Local Government Area,r5wSAYYsyqy,808,RLySnRCE1Gy,bo Gajibo Ward,t7ssTbT7aWE
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Gajigana Ward,uP7PD21ezke
bo Borno State,bo Nganzai Local Government Area,iMXR5pjNO0p,826,RLySnRCE1Gy,bo Gajiram Ward,dhEw5zBOlqK
bo Borno State,bo Kaga Local Government Area,DMpOAwpoTyo,814,RLySnRCE1Gy,bo Galagi Ward,nwjwtT6QGYP
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Galdimari Ward,yTVGzK93dVE
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Galtimari Ward,VV37kpJCeVg
bo Borno State,bo Bayo Local Government Area,t7PoK1sZwld,804,RLySnRCE1Gy,bo Gamadadi Ward,vcHZ3r0hrtA
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Gamboru A Ward,txOtK6kNnYB
bo Borno State,bo Ngala Local Government Area,y5JLBMBMK13,825,RLySnRCE1Gy,bo Gamboru B Ward,lCQeOlEBOuw
bo Borno State,bo Maiduguri Local Government Area,DFZEhJCgoyk,821,RLySnRCE1Gy,bo Gamboru Ward,ZLwxO4zFfqC
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Garu Ward,Jo920LNCXma
bo Borno State,bo Biu Local Government Area,tibO57aNd3I,805,RLySnRCE1Gy,bo Garunbula Ward,vagDmwbib3Y
bo Borno State,bo Mobbar Local Government Area,etIBINYvvhX,823,RLySnRCE1Gy,bo Gashigar Ward,ECtE80pT28y
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Gasi Ward,BtwJVC0tcFn
bo Borno State,bo Chibok Local Government Area,Ftj90GxMqCn,806,RLySnRCE1Gy,bo Gatamarwa Ward,xaiZ38sfQFM
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Gava Agapalwa Ward,OmYWCaSedHo
bo Borno State,bo Mafa Local Government Area,sZVX8SrFngT,819,RLySnRCE1Gy,bo Gawa Ward,tCteXChEzUv
bo Borno State,bo Gubio Local Government Area,m3N2zMOYXTZ,809,RLySnRCE1Gy,bo Gazabure Ward,HL1IWvaOPdQ
bo Borno State,bo Hawul Local Government Area,SOwTzNzeQC5,812,RLySnRCE1Gy,bo Girmdamchoba Ward,hYePzbm0kfX
bo Borno State,bo Kwaya Kusar Local Government Area,b0xcmTeb9Dz,818,RLySnRCE1Gy,bo Gongdi Ward,GnGK3y68tLL
bo Borno State,bo Jere Local Government Area,oVxhljsN4G2,813,RLySnRCE1Gy,bo Gongulon Ward,kSv34xe2sLz
bo Borno State,bo Shani Local Government Area,tWZrMpZmrDm,827,RLySnRCE1Gy,bo Gora Ward,slStENF7gau
bo Borno State,bo Magumeri Local Government Area,JFc9t100xwS,820,RLySnRCE1Gy,bo Gubala Bamma Ward,lQdkFLqU6j6
bo Borno State,bo Gubio Local Government Area,m3N2zMOYXTZ,809,RLySnRCE1Gy,bo Gubio 1 Ward,ORawhbaLw8I
bo Borno State,bo Gubio Local Government Area,m3N2zMOYXTZ,809,RLySnRCE1Gy,bo Gubio 2 Ward,pO1Cb1qkMU1
bo Borno State,bo Gwoza Local Government Area,s0vZTopivtV,811,RLySnRCE1Gy,bo Guduf A_B Ward,SAHPlH9T90g
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Gudumbali East Ward,dFl3JvGiyce
bo Borno State,bo Guzamala Local Government Area,kdeO9XKxYaA,810,RLySnRCE1Gy,bo Gudumbali West Ward,W9wBwnIdMbd
